"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"19.01.2022 15:30 - 19.01.2022 15:45","14974","16067"
"19.01.2022 15:45 - 19.01.2022 16:00","15067","16137"
"19.01.2022 16:00 - 19.01.2022 16:15","15081","16139"
"19.01.2022 16:15 - 19.01.2022 16:30","15053","16204"
"19.01.2022 16:30 - 19.01.2022 16:45","15148","16297"
"19.01.2022 16:45 - 19.01.2022 17:00","15310","16504"
"19.01.2022 17:00 - 19.01.2022 17:15","15472","16610"
"19.01.2022 17:15 - 19.01.2022 17:30","15625","16899"
"19.01.2022 17:30 - 19.01.2022 17:45","15770","16980"
"19.01.2022 17:45 - 19.01.2022 18:00","15771","16962"
"19.01.2022 18:00 - 19.01.2022 18:15","15554","16637"
"19.01.2022 18:15 - 19.01.2022 18:30","15280","16430"
"19.01.2022 18:30 - 19.01.2022 18:45","15056","16208"
"19.01.2022 18:45 - 19.01.2022 19:00","14910","16027"
"19.01.2022 19:00 - 19.01.2022 19:15","14789","15844"
"19.01.2022 19:15 - 19.01.2022 19:30","14652","15722"
"19.01.2022 19:30 - 19.01.2022 19:45","14540","15539"
"19.01.2022 19:45 - 19.01.2022 20:00","14442","15422"
"19.01.2022 20:00 - 19.01.2022 20:15","14310","15165"
"19.01.2022 20:15 - 19.01.2022 20:30","14209","14929"
"19.01.2022 20:30 - 19.01.2022 20:45","14099","14766"
"19.01.2022 20:45 - 19.01.2022 21:00","13904","14573"
"19.01.2022 21:00 - 19.01.2022 21:15","13776","14337"
"19.01.2022 21:15 - 19.01.2022 21:30","13662","14220"
"19.01.2022 21:30 - 19.01.2022 21:45","13554","13990"
"19.01.2022 21:45 - 19.01.2022 22:00","13379","13790"
"19.01.2022 22:00 - 19.01.2022 22:15","13231","13543"
"19.01.2022 22:15 - 19.01.2022 22:30","13184","13393"
"19.01.2022 22:30 - 19.01.2022 22:45","13046","13153"
"19.01.2022 22:45 - 19.01.2022 23:00","12899","12936"
"19.01.2022 23:00 - 19.01.2022 23:15","12812","12754"
"19.01.2022 23:15 - 19.01.2022 23:30","12716","12494"
"19.01.2022 23:30 - 19.01.2022 23:45","12553","12308"
"19.01.2022 23:45 - 20.01.2022 00:00","12366","12110"
"20.01.2022 00:00 - 20.01.2022 00:15","12225","11993"
"20.01.2022 00:15 - 20.01.2022 00:30","12095","11879"
"20.01.2022 00:30 - 20.01.2022 00:45","11999","11726"
"20.01.2022 00:45 - 20.01.2022 01:00","11911","11655"
"20.01.2022 01:00 - 20.01.2022 01:15","11859","11523"
"20.01.2022 01:15 - 20.01.2022 01:30","11799","11367"
"20.01.2022 01:30 - 20.01.2022 01:45","11712","11317"
"20.01.2022 01:45 - 20.01.2022 02:00","11642","11251"
"20.01.2022 02:00 - 20.01.2022 02:15","11574","11133"
"20.01.2022 02:15 - 20.01.2022 02:30","11523","11101"
"20.01.2022 02:30 - 20.01.2022 02:45","11502","11126"
"20.01.2022 02:45 - 20.01.2022 03:00","11481","11147"
"20.01.2022 03:00 - 20.01.2022 03:15","11501","11138"
"20.01.2022 03:15 - 20.01.2022 03:30","11561","11133"
"20.01.2022 03:30 - 20.01.2022 03:45","11571","11121"
"20.01.2022 03:45 - 20.01.2022 04:00","11529","11096"
"20.01.2022 04:00 - 20.01.2022 04:15","11545","11102"
"20.01.2022 04:15 - 20.01.2022 04:30","11574","11128"
"20.01.2022 04:30 - 20.01.2022 04:45","11604","11215"
"20.01.2022 04:45 - 20.01.2022 05:00","11648","11291"
"20.01.2022 05:00 - 20.01.2022 05:15","11731","11439"
"20.01.2022 05:15 - 20.01.2022 05:30","11888","11601"
"20.01.2022 05:30 - 20.01.2022 05:45","12025","11748"
"20.01.2022 05:45 - 20.01.2022 06:00","12127","11906"
"20.01.2022 06:00 - 20.01.2022 06:15","12380","12215"
"20.01.2022 06:15 - 20.01.2022 06:30","12633","12604"
"20.01.2022 06:30 - 20.01.2022 06:45","12938","12846"
"20.01.2022 06:45 - 20.01.2022 07:00","13203","13164"
"20.01.2022 07:00 - 20.01.2022 07:15","13533","13720"
"20.01.2022 07:15 - 20.01.2022 07:30","13931","14207"
"20.01.2022 07:30 - 20.01.2022 07:45","14335","14714"
"20.01.2022 07:45 - 20.01.2022 08:00","14700","15056"
"20.01.2022 08:00 - 20.01.2022 08:15","15035","15348"
"20.01.2022 08:15 - 20.01.2022 08:30","15297","15600"
"20.01.2022 08:30 - 20.01.2022 08:45","15541","15775"
"20.01.2022 08:45 - 20.01.2022 09:00","15613","15862"
"20.01.2022 09:00 - 20.01.2022 09:15","15658","15909"
"20.01.2022 09:15 - 20.01.2022 09:30","15666","15821"
"20.01.2022 09:30 - 20.01.2022 09:45","15621","15756"
"20.01.2022 09:45 - 20.01.2022 10:00","15594","15612"
"20.01.2022 10:00 - 20.01.2022 10:15","15555","15449"
"20.01.2022 10:15 - 20.01.2022 10:30","15368","15279"
"20.01.2022 10:30 - 20.01.2022 10:45","15140","15117"
"20.01.2022 10:45 - 20.01.2022 11:00","15018","14975"
"20.01.2022 11:00 - 20.01.2022 11:15","15006","14806"
"20.01.2022 11:15 - 20.01.2022 11:30","14948","14596"
"20.01.2022 11:30 - 20.01.2022 11:45","14904","14527"
"20.01.2022 11:45 - 20.01.2022 12:00","14869","14449"
"20.01.2022 12:00 - 20.01.2022 12:15","14845","14430"
"20.01.2022 12:15 - 20.01.2022 12:30","14707","14273"
"20.01.2022 12:30 - 20.01.2022 12:45","14558","14059"
"20.01.2022 12:45 - 20.01.2022 13:00","14513","13997"
"20.01.2022 13:00 - 20.01.2022 13:15","14513","14087"
"20.01.2022 13:15 - 20.01.2022 13:30","14566","14191"
"20.01.2022 13:30 - 20.01.2022 13:45","14575","14074"
"20.01.2022 13:45 - 20.01.2022 14:00","14555","14131"
"20.01.2022 14:00 - 20.01.2022 14:15","14631","14259"
"20.01.2022 14:15 - 20.01.2022 14:30","14724","14401"
"20.01.2022 14:30 - 20.01.2022 14:45","14796","14535"
"20.01.2022 14:45 - 20.01.2022 15:00","14876","14694"
"20.01.2022 15:00 - 20.01.2022 15:15","14930","14831"
"20.01.2022 15:15 - 20.01.2022 15:30","14979","14929"
"20.01.2022 15:30 - 20.01.2022 15:45","15098","15069"
"20.01.2022 15:45 - 20.01.2022 16:00","15230","15248"
"20.01.2022 16:00 - 20.01.2022 16:15","15276","15285"
"20.01.2022 16:15 - 20.01.2022 16:30","15290","15471"
"20.01.2022 16:30 - 20.01.2022 16:45","15387","15696"
"20.01.2022 16:45 - 20.01.2022 17:00","15560","15977"
"20.01.2022 17:00 - 20.01.2022 17:15","15711","16071"
"20.01.2022 17:15 - 20.01.2022 17:30","15860","16433"
"20.01.2022 17:30 - 20.01.2022 17:45","15988","16729"
"20.01.2022 17:45 - 20.01.2022 18:00","15982","16781"
"20.01.2022 18:00 - 20.01.2022 18:15","15830","16614"
"20.01.2022 18:15 - 20.01.2022 18:30","15585","16495"
"20.01.2022 18:30 - 20.01.2022 18:45","15382","16312"
"20.01.2022 18:45 - 20.01.2022 19:00","15239","16148"
"20.01.2022 19:00 - 20.01.2022 19:15","15069","16004"
"20.01.2022 19:15 - 20.01.2022 19:30","14871","15788"
"20.01.2022 19:30 - 20.01.2022 19:45","14663","15668"
"20.01.2022 19:45 - 20.01.2022 20:00","14556","15473"
"20.01.2022 20:00 - 20.01.2022 20:15","14406","15287"
"20.01.2022 20:15 - 20.01.2022 20:30","14214","15074"
"20.01.2022 20:30 - 20.01.2022 20:45","14060","14930"
"20.01.2022 20:45 - 20.01.2022 21:00","13885","14793"
"20.01.2022 21:00 - 20.01.2022 21:15","13702","14516"
"20.01.2022 21:15 - 20.01.2022 21:30","13577","14386"
"20.01.2022 21:30 - 20.01.2022 21:45","13447","14162"
"20.01.2022 21:45 - 20.01.2022 22:00","13278","13942"
"20.01.2022 22:00 - 20.01.2022 22:15","13120","13692"
"20.01.2022 22:15 - 20.01.2022 22:30","12979","13503"
"20.01.2022 22:30 - 20.01.2022 22:45","12812","13292"
"20.01.2022 22:45 - 20.01.2022 23:00","12621","13106"
"20.01.2022 23:00 - 20.01.2022 23:15","12507","12947"
"20.01.2022 23:15 - 20.01.2022 23:30","12413","12826"
"20.01.2022 23:30 - 20.01.2022 23:45","12235","12506"
"20.01.2022 23:45 - 21.01.2022 00:00","12024","12289"
"21.01.2022 00:00 - 21.01.2022 00:15","12092","12134"
"21.01.2022 00:15 - 21.01.2022 00:30","12004","11915"
"21.01.2022 00:30 - 21.01.2022 00:45","11897","11774"
"21.01.2022 00:45 - 21.01.2022 01:00","11791","11694"
"21.01.2022 01:00 - 21.01.2022 01:15","11671","11594"
"21.01.2022 01:15 - 21.01.2022 01:30","11551","11597"
"21.01.2022 01:30 - 21.01.2022 01:45","11463","11521"
"21.01.2022 01:45 - 21.01.2022 02:00","11404","11433"
"21.01.2022 02:00 - 21.01.2022 02:15","11362","11381"
"21.01.2022 02:15 - 21.01.2022 02:30","11307","11277"
"21.01.2022 02:30 - 21.01.2022 02:45","11232","11285"
"21.01.2022 02:45 - 21.01.2022 03:00","11205","11248"
"21.01.2022 03:00 - 21.01.2022 03:15","11231","11192"
"21.01.2022 03:15 - 21.01.2022 03:30","11208","11188"
"21.01.2022 03:30 - 21.01.2022 03:45","11173","11108"
"21.01.2022 03:45 - 21.01.2022 04:00","11136","11131"
"21.01.2022 04:00 - 21.01.2022 04:15","11159","11150"
"21.01.2022 04:15 - 21.01.2022 04:30","11224","11170"
"21.01.2022 04:30 - 21.01.2022 04:45","11256","11184"
"21.01.2022 04:45 - 21.01.2022 05:00","11290","11186"
"21.01.2022 05:00 - 21.01.2022 05:15","11398","11388"
"21.01.2022 05:15 - 21.01.2022 05:30","11480","11474"
"21.01.2022 05:30 - 21.01.2022 05:45","11614","11639"
"21.01.2022 05:45 - 21.01.2022 06:00","11753","11828"
"21.01.2022 06:00 - 21.01.2022 06:15","12023","12227"
"21.01.2022 06:15 - 21.01.2022 06:30","12322","12555"
"21.01.2022 06:30 - 21.01.2022 06:45","12556","12853"
"21.01.2022 06:45 - 21.01.2022 07:00","12799","13251"
"21.01.2022 07:00 - 21.01.2022 07:15","13117","13860"
"21.01.2022 07:15 - 21.01.2022 07:30","13449","14313"
"21.01.2022 07:30 - 21.01.2022 07:45","13793","14812"
"21.01.2022 07:45 - 21.01.2022 08:00","14105","15134"
"21.01.2022 08:00 - 21.01.2022 08:15","14353","15426"
"21.01.2022 08:15 - 21.01.2022 08:30","14601","15668"
"21.01.2022 08:30 - 21.01.2022 08:45","14779","15816"
"21.01.2022 08:45 - 21.01.2022 09:00","14895","16002"
"21.01.2022 09:00 - 21.01.2022 09:15","15015","16018"
"21.01.2022 09:15 - 21.01.2022 09:30","15111","15897"
"21.01.2022 09:30 - 21.01.2022 09:45","15125","15628"
"21.01.2022 09:45 - 21.01.2022 10:00","15166","15547"
"21.01.2022 10:00 - 21.01.2022 10:15","15143","15341"
"21.01.2022 10:15 - 21.01.2022 10:30","15109","15209"
"21.01.2022 10:30 - 21.01.2022 10:45","15071","15048"
"21.01.2022 10:45 - 21.01.2022 11:00","14986","15028"
"21.01.2022 11:00 - 21.01.2022 11:15","14902","14898"
"21.01.2022 11:15 - 21.01.2022 11:30","14809","14828"
"21.01.2022 11:30 - 21.01.2022 11:45","14722","14784"
"21.01.2022 11:45 - 21.01.2022 12:00","14695","14831"
"21.01.2022 12:00 - 21.01.2022 12:15","14760","14813"
"21.01.2022 12:15 - 21.01.2022 12:30","14693","14850"
"21.01.2022 12:30 - 21.01.2022 12:45","14649","14854"
"21.01.2022 12:45 - 21.01.2022 13:00","14603","14878"
"21.01.2022 13:00 - 21.01.2022 13:15","14590","14979"
"21.01.2022 13:15 - 21.01.2022 13:30","14610","15086"
"21.01.2022 13:30 - 21.01.2022 13:45","14617","15116"
"21.01.2022 13:45 - 21.01.2022 14:00","14659","15159"
"21.01.2022 14:00 - 21.01.2022 14:15","14688","15222"
"21.01.2022 14:15 - 21.01.2022 14:30","14651","15261"
"21.01.2022 14:30 - 21.01.2022 14:45","14700","15257"
"21.01.2022 14:45 - 21.01.2022 15:00","14797","15239"
"21.01.2022 15:00 - 21.01.2022 15:15","14788","15173"
"21.01.2022 15:15 - 21.01.2022 15:30","14780","15217"
"21.01.2022 15:30 - 21.01.2022 15:45","14808","15292"
"21.01.2022 15:45 - 21.01.2022 16:00","14874","15310"
"21.01.2022 16:00 - 21.01.2022 16:15","14827","15276"
"21.01.2022 16:15 - 21.01.2022 16:30","14863","15351"
"21.01.2022 16:30 - 21.01.2022 16:45","14963","15534"
"21.01.2022 16:45 - 21.01.2022 17:00","15192","15771"
"21.01.2022 17:00 - 21.01.2022 17:15","15361","15858"
"21.01.2022 17:15 - 21.01.2022 17:30","15489","16194"
"21.01.2022 17:30 - 21.01.2022 17:45","15625","16401"
"21.01.2022 17:45 - 21.01.2022 18:00","15633","16463"
"21.01.2022 18:00 - 21.01.2022 18:15","15440","16226"
"21.01.2022 18:15 - 21.01.2022 18:30","15280","16028"
"21.01.2022 18:30 - 21.01.2022 18:45","15096","15801"
"21.01.2022 18:45 - 21.01.2022 19:00","14944","15633"
"21.01.2022 19:00 - 21.01.2022 19:15","14775","15432"
"21.01.2022 19:15 - 21.01.2022 19:30","14591","15269"
"21.01.2022 19:30 - 21.01.2022 19:45","14439","15045"
"21.01.2022 19:45 - 21.01.2022 20:00","14317","14928"
"21.01.2022 20:00 - 21.01.2022 20:15","14153","14726"
"21.01.2022 20:15 - 21.01.2022 20:30","14024","14548"
"21.01.2022 20:30 - 21.01.2022 20:45","13830","14348"
"21.01.2022 20:45 - 21.01.2022 21:00","13634","14064"
"21.01.2022 21:00 - 21.01.2022 21:15","13436","13842"
"21.01.2022 21:15 - 21.01.2022 21:30","13314","13708"
"21.01.2022 21:30 - 21.01.2022 21:45","13185","13576"
"21.01.2022 21:45 - 21.01.2022 22:00","13044","13366"
"21.01.2022 22:00 - 21.01.2022 22:15","12858","13112"
"21.01.2022 22:15 - 21.01.2022 22:30","12735","12961"
"21.01.2022 22:30 - 21.01.2022 22:45","12593","12768"
"21.01.2022 22:45 - 21.01.2022 23:00","12457","12581"
"21.01.2022 23:00 - 21.01.2022 23:15","12375","12486"
"21.01.2022 23:15 - 21.01.2022 23:30","12281","12350"
"21.01.2022 23:30 - 21.01.2022 23:45","12160","12159"
"21.01.2022 23:45 - 22.01.2022 00:00","12019","11997"
"22.01.2022 00:00 - 22.01.2022 00:15","10801","11837"
"22.01.2022 00:15 - 22.01.2022 00:30","10740","11703"
"22.01.2022 00:30 - 22.01.2022 00:45","10682","11534"
"22.01.2022 00:45 - 22.01.2022 01:00","10650","11389"
"22.01.2022 01:00 - 22.01.2022 01:15","10684","11299"
"22.01.2022 01:15 - 22.01.2022 01:30","10720","11147"
"22.01.2022 01:30 - 22.01.2022 01:45","10703","10999"
"22.01.2022 01:45 - 22.01.2022 02:00","10585","10929"
"22.01.2022 02:00 - 22.01.2022 02:15","10510","10897"
"22.01.2022 02:15 - 22.01.2022 02:30","10449","10810"
"22.01.2022 02:30 - 22.01.2022 02:45","10347","10755"
"22.01.2022 02:45 - 22.01.2022 03:00","10235","10746"
"22.01.2022 03:00 - 22.01.2022 03:15","10267","10686"
"22.01.2022 03:15 - 22.01.2022 03:30","10445","10682"
"22.01.2022 03:30 - 22.01.2022 03:45","10395","10636"
"22.01.2022 03:45 - 22.01.2022 04:00","10284","10569"
"22.01.2022 04:00 - 22.01.2022 04:15","10240","10575"
"22.01.2022 04:15 - 22.01.2022 04:30","10259","10558"
"22.01.2022 04:30 - 22.01.2022 04:45","10244","10629"
"22.01.2022 04:45 - 22.01.2022 05:00","10174","10605"
"22.01.2022 05:00 - 22.01.2022 05:15","10128","10601"
"22.01.2022 05:15 - 22.01.2022 05:30","10104","10702"
"22.01.2022 05:30 - 22.01.2022 05:45","10105","10754"
"22.01.2022 05:45 - 22.01.2022 06:00","10126","10803"
"22.01.2022 06:00 - 22.01.2022 06:15","10182","10955"
"22.01.2022 06:15 - 22.01.2022 06:30","10347","11107"
"22.01.2022 06:30 - 22.01.2022 06:45","10410","11246"
"22.01.2022 06:45 - 22.01.2022 07:00","10426","11358"
"22.01.2022 07:00 - 22.01.2022 07:15","10462","11636"
"22.01.2022 07:15 - 22.01.2022 07:30","10518","11907"
"22.01.2022 07:30 - 22.01.2022 07:45","10611","12076"
"22.01.2022 07:45 - 22.01.2022 08:00","10715","12297"
"22.01.2022 08:00 - 22.01.2022 08:15","10820","12526"
"22.01.2022 08:15 - 22.01.2022 08:30","10927","12594"
"22.01.2022 08:30 - 22.01.2022 08:45","10943","12802"
"22.01.2022 08:45 - 22.01.2022 09:00","10885","13063"
"22.01.2022 09:00 - 22.01.2022 09:15","10872","13266"
"22.01.2022 09:15 - 22.01.2022 09:30","10913","13400"
"22.01.2022 09:30 - 22.01.2022 09:45","10916","13431"
"22.01.2022 09:45 - 22.01.2022 10:00","10927","13599"
"22.01.2022 10:00 - 22.01.2022 10:15","11024","13751"
"22.01.2022 10:15 - 22.01.2022 10:30","11097","13795"
"22.01.2022 10:30 - 22.01.2022 10:45","11113","13857"
"22.01.2022 10:45 - 22.01.2022 11:00","11054","13902"
"22.01.2022 11:00 - 22.01.2022 11:15","10962","13919"
"22.01.2022 11:15 - 22.01.2022 11:30","10865","13894"
"22.01.2022 11:30 - 22.01.2022 11:45","10792","13883"
"22.01.2022 11:45 - 22.01.2022 12:00","10744","13978"
"22.01.2022 12:00 - 22.01.2022 12:15","10626","13967"
"22.01.2022 12:15 - 22.01.2022 12:30","10483","13941"
"22.01.2022 12:30 - 22.01.2022 12:45","10429","13908"
"22.01.2022 12:45 - 22.01.2022 13:00","10461","13866"
"22.01.2022 13:00 - 22.01.2022 13:15","10505","13847"
"22.01.2022 13:15 - 22.01.2022 13:30","10546","13890"
"22.01.2022 13:30 - 22.01.2022 13:45","10560","13823"
"22.01.2022 13:45 - 22.01.2022 14:00","10557","13814"
"22.01.2022 14:00 - 22.01.2022 14:15","10635","13763"
"22.01.2022 14:15 - 22.01.2022 14:30","10731","13784"
"22.01.2022 14:30 - 22.01.2022 14:45","10842","13773"
"22.01.2022 14:45 - 22.01.2022 15:00","10983","13780"
"22.01.2022 15:00 - 22.01.2022 15:15","11073","13752"
"22.01.2022 15:15 - 22.01.2022 15:30","11195","13764"
"22.01.2022 15:30 - 22.01.2022 15:45","11339","13765"
"22.01.2022 15:45 - 22.01.2022 16:00","11387","13787"
"22.01.2022 16:00 - 22.01.2022 16:15","11436","13767"
"22.01.2022 16:15 - 22.01.2022 16:30","11492","13892"
"22.01.2022 16:30 - 22.01.2022 16:45","11661","14022"
"22.01.2022 16:45 - 22.01.2022 17:00","11754","14236"
"22.01.2022 17:00 - 22.01.2022 17:15","11868","14360"
"22.01.2022 17:15 - 22.01.2022 17:30","12063","14623"
"22.01.2022 17:30 - 22.01.2022 17:45","12269","14906"
"22.01.2022 17:45 - 22.01.2022 18:00","12390","15006"
"22.01.2022 18:00 - 22.01.2022 18:15","12482","14926"
"22.01.2022 18:15 - 22.01.2022 18:30","12479","14758"
"22.01.2022 18:30 - 22.01.2022 18:45","12383","14628"
"22.01.2022 18:45 - 22.01.2022 19:00","12273","14463"
"22.01.2022 19:00 - 22.01.2022 19:15","12188","14381"
"22.01.2022 19:15 - 22.01.2022 19:30","12164","14232"
"22.01.2022 19:30 - 22.01.2022 19:45","12057","14068"
"22.01.2022 19:45 - 22.01.2022 20:00","12050","13967"
"22.01.2022 20:00 - 22.01.2022 20:15","11999","13742"
"22.01.2022 20:15 - 22.01.2022 20:30","11934","13534"
"22.01.2022 20:30 - 22.01.2022 20:45","11835","13371"
"22.01.2022 20:45 - 22.01.2022 21:00","11738","13168"
"22.01.2022 21:00 - 22.01.2022 21:15","11706","13008"
"22.01.2022 21:15 - 22.01.2022 21:30","11712","12869"
"22.01.2022 21:30 - 22.01.2022 21:45","11670","12699"
"22.01.2022 21:45 - 22.01.2022 22:00","11628","12576"
"22.01.2022 22:00 - 22.01.2022 22:15","11621","12437"
"22.01.2022 22:15 - 22.01.2022 22:30","11554","12291"
"22.01.2022 22:30 - 22.01.2022 22:45","11409","12161"
"22.01.2022 22:45 - 22.01.2022 23:00","11226","12046"
"22.01.2022 23:00 - 22.01.2022 23:15","11091","11928"
"22.01.2022 23:15 - 22.01.2022 23:30","10977","11825"
"22.01.2022 23:30 - 22.01.2022 23:45","10861","11692"
"22.01.2022 23:45 - 23.01.2022 00:00","10724","11546"
"23.01.2022 00:00 - 23.01.2022 00:15","10688","11468"
"23.01.2022 00:15 - 23.01.2022 00:30","10786","11378"
"23.01.2022 00:30 - 23.01.2022 00:45","10714","11288"
"23.01.2022 00:45 - 23.01.2022 01:00","10598","11149"
"23.01.2022 01:00 - 23.01.2022 01:15","10471","11098"
"23.01.2022 01:15 - 23.01.2022 01:30","10324","11013"
"23.01.2022 01:30 - 23.01.2022 01:45","10205","10901"
"23.01.2022 01:45 - 23.01.2022 02:00","10088","10843"
"23.01.2022 02:00 - 23.01.2022 02:15","9984","10780"
"23.01.2022 02:15 - 23.01.2022 02:30","9917","10702"
"23.01.2022 02:30 - 23.01.2022 02:45","9878","10673"
"23.01.2022 02:45 - 23.01.2022 03:00","9884","10632"
"23.01.2022 03:00 - 23.01.2022 03:15","9860","10605"
"23.01.2022 03:15 - 23.01.2022 03:30","9832","10572"
"23.01.2022 03:30 - 23.01.2022 03:45","9819","10562"
"23.01.2022 03:45 - 23.01.2022 04:00","9772","10524"
"23.01.2022 04:00 - 23.01.2022 04:15","9695","10518"
"23.01.2022 04:15 - 23.01.2022 04:30","9641","10543"
"23.01.2022 04:30 - 23.01.2022 04:45","9615","10549"
"23.01.2022 04:45 - 23.01.2022 05:00","9614","10582"
"23.01.2022 05:00 - 23.01.2022 05:15","9620","10624"
"23.01.2022 05:15 - 23.01.2022 05:30","9588","10641"
"23.01.2022 05:30 - 23.01.2022 05:45","9653","10654"
"23.01.2022 05:45 - 23.01.2022 06:00","9722","10690"
"23.01.2022 06:00 - 23.01.2022 06:15","9783","10738"
"23.01.2022 06:15 - 23.01.2022 06:30","9871","10780"
"23.01.2022 06:30 - 23.01.2022 06:45","9938","10867"
"23.01.2022 06:45 - 23.01.2022 07:00","10024","10904"
"23.01.2022 07:00 - 23.01.2022 07:15","10107","11067"
"23.01.2022 07:15 - 23.01.2022 07:30","10195","11182"
"23.01.2022 07:30 - 23.01.2022 07:45","10266","11312"
"23.01.2022 07:45 - 23.01.2022 08:00","10417","11471"
"23.01.2022 08:00 - 23.01.2022 08:15","10530","11689"
"23.01.2022 08:15 - 23.01.2022 08:30","10676","11845"
"23.01.2022 08:30 - 23.01.2022 08:45","10823","11955"
"23.01.2022 08:45 - 23.01.2022 09:00","10928","12107"
"23.01.2022 09:00 - 23.01.2022 09:15","11032","12276"
"23.01.2022 09:15 - 23.01.2022 09:30","11129","12460"
"23.01.2022 09:30 - 23.01.2022 09:45","11201","12574"
"23.01.2022 09:45 - 23.01.2022 10:00","11216","12715"
"23.01.2022 10:00 - 23.01.2022 10:15","11184","12779"
"23.01.2022 10:15 - 23.01.2022 10:30","11077","12791"
"23.01.2022 10:30 - 23.01.2022 10:45","11021","12823"
"23.01.2022 10:45 - 23.01.2022 11:00","10977","12772"
"23.01.2022 11:00 - 23.01.2022 11:15","10944","12818"
"23.01.2022 11:15 - 23.01.2022 11:30","11030","12815"
"23.01.2022 11:30 - 23.01.2022 11:45","11066","12813"
"23.01.2022 11:45 - 23.01.2022 12:00","11123","12908"
"23.01.2022 12:00 - 23.01.2022 12:15","11174","12940"
"23.01.2022 12:15 - 23.01.2022 12:30","11218","12903"
"23.01.2022 12:30 - 23.01.2022 12:45","11208","12883"
"23.01.2022 12:45 - 23.01.2022 13:00","11208","12920"
"23.01.2022 13:00 - 23.01.2022 13:15","11138","12915"
"23.01.2022 13:15 - 23.01.2022 13:30","11013","12891"
"23.01.2022 13:30 - 23.01.2022 13:45","10964","12874"
"23.01.2022 13:45 - 23.01.2022 14:00","10971","12862"
"23.01.2022 14:00 - 23.01.2022 14:15","10995","12876"
"23.01.2022 14:15 - 23.01.2022 14:30","11091","12911"
"23.01.2022 14:30 - 23.01.2022 14:45","11211","12950"
"23.01.2022 14:45 - 23.01.2022 15:00","11334","12989"
"23.01.2022 15:00 - 23.01.2022 15:15","11510","13046"
"23.01.2022 15:15 - 23.01.2022 15:30","11661","13061"
"23.01.2022 15:30 - 23.01.2022 15:45","11790","13150"
"23.01.2022 15:45 - 23.01.2022 16:00","11843","13152"
"23.01.2022 16:00 - 23.01.2022 16:15","11891","13168"
"23.01.2022 16:15 - 23.01.2022 16:30","11970","13289"
"23.01.2022 16:30 - 23.01.2022 16:45","12265","13470"
"23.01.2022 16:45 - 23.01.2022 17:00","12551","13734"
"23.01.2022 17:00 - 23.01.2022 17:15","12780","14032"
"23.01.2022 17:15 - 23.01.2022 17:30","12976","14486"
"23.01.2022 17:30 - 23.01.2022 17:45","13304","14774"
"23.01.2022 17:45 - 23.01.2022 18:00","13436","14923"
"23.01.2022 18:00 - 23.01.2022 18:15","13332","14783"
"23.01.2022 18:15 - 23.01.2022 18:30","13142","14600"
"23.01.2022 18:30 - 23.01.2022 18:45","12970","14432"
"23.01.2022 18:45 - 23.01.2022 19:00","12863","14328"
"23.01.2022 19:00 - 23.01.2022 19:15","12864","14158"
